,timestamp,buyer,seller,symbol,currency,price,quantity
0,0,,SUBMISSION,KELP,SEASHELLS,2028,1
1,0,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10002,1
2,0,,,KELP,SEASHELLS,2029,13
3,0,,,KELP,SEASHELLS,2029,1
4,0,,,RAINFOREST_RESIN,SEASHELLS,10004,1
5,100,,SUBMISSION,KELP,SEASHELLS,2025,22
6,100,,SUBMISSION,KELP,SEASHELLS,2025,2
7,100,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,2
8,200,,SUBMISSION,KELP,SEASHELLS,2025,2
9,200,,SUBMISSION,KELP,SEASHELLS,2025,20
10,200,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9995,20
11,300,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,2
12,400,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,2
13,600,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10000,5
14,700,,SUBMISSION,KELP,SEASHELLS,2025,2
15,800,,SUBMISSION,KELP,SEASHELLS,2024,1
16,800,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,1
17,900,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,1
18,1100,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,2
19,1100,,,RAINFOREST_RESIN,SEASHELLS,9995,10
20,1300,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10002,1
21,1400,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,1
22,1700,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,2
23,1700,,,KELP,SEASHELLS,2026,8
24,1700,,,RAINFOREST_RESIN,SEASHELLS,10002,1
25,1800,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10002,1
26,1900,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,1
27,1900,,,KELP,SEASHELLS,2026,1
28,2000,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,2
29,2000,,,RAINFOREST_RESIN,SEASHELLS,9998,1
30,2100,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,2
31,2400,,,KELP,SEASHELLS,2025,1
32,2500,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,1
33,2900,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,1
34,2900,,,RAINFOREST_RESIN,SEASHELLS,9995,12
35,3000,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9998,1
36,3000,,,KELP,SEASHELLS,2027,1
37,3000,,,RAINFOREST_RESIN,SEASHELLS,10005,1
38,3100,,,KELP,SEASHELLS,2023,2
39,3100,,,RAINFOREST_RESIN,SEASHELLS,9996,2
40,3200,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,9996,1
41,3200,,,KELP,SEASHELLS,2023,2
42,3200,,,RAINFOREST_RESIN,SEASHELLS,9995,2
43,3700,,,RAINFOREST_RESIN,SEASHELLS,10002,1
44,3800,,,KELP,SEASHELLS,2023,14
45,3800,,,KELP,SEASHELLS,2023,1
46,3800,,,RAINFOREST_RESIN,SEASHELLS,9996,1
47,4200,,,RAINFOREST_RESIN,SEASHELLS,9996,2
48,4300,,,KELP,SEASHELLS,2025,1
49,4300,,,KELP,SEASHELLS,2023,2
50,4300,,,RAINFOREST_RESIN,SEASHELLS,9995,2
51,4500,,,KELP,SEASHELLS,2023,1
52,4700,,,KELP,SEASHELLS,2023,7
53,4800,,,KELP,SEASHELLS,2027,2
54,4800,,,RAINFOREST_RESIN,SEASHELLS,10004,2
55,5300,,,KELP,SEASHELLS,2025,1
56,5700,,,KELP,SEASHELLS,2024,1
57,6100,,,KELP,SEASHELLS,2024,1
58,6500,,,RAINFOREST_RESIN,SEASHELLS,9998,1
59,6600,,,RAINFOREST_RESIN,SEASHELLS,10004,2
60,6700,,,RAINFOREST_RESIN,SEASHELLS,10002,3
61,6900,,,KELP,SEASHELLS,2026,1
62,6900,,,RAINFOREST_RESIN,SEASHELLS,10002,1
63,7000,,,KELP,SEASHELLS,2027,2
64,7000,,,RAINFOREST_RESIN,SEASHELLS,10005,2
65,7300,,,KELP,SEASHELLS,2027,2
66,7300,,,RAINFOREST_RESIN,SEASHELLS,10004,2
67,7400,,,KELP,SEASHELLS,2024,1
68,7700,,,KELP,SEASHELLS,2024,1
69,8100,,,KELP,SEASHELLS,2027,1
70,8100,,,RAINFOREST_RESIN,SEASHELLS,9996,1
71,8100,,,RAINFOREST_RESIN,SEASHELLS,9996,1
72,8600,,,KELP,SEASHELLS,2023,1
73,8800,,,RAINFOREST_RESIN,SEASHELLS,9998,1
74,9200,,,KELP,SEASHELLS,2025,1
75,10300,,,KELP,SEASHELLS,2024,1
76,10300,,,RAINFOREST_RESIN,SEASHELLS,9998,1
77,10400,,,RAINFOREST_RESIN,SEASHELLS,10002,1
78,10800,,,RAINFOREST_RESIN,SEASHELLS,10004,2
79,10800,,,RAINFOREST_RESIN,SEASHELLS,10004,10
80,11100,,,RAINFOREST_RESIN,SEASHELLS,9998,3
81,11100,,,RAINFOREST_RESIN,SEASHELLS,9998,4
82,11300,,,KELP,SEASHELLS,2022,3
83,11400,,,KELP,SEASHELLS,2022,2
84,11400,,,RAINFOREST_RESIN,SEASHELLS,9996,1
85,11500,,,RAINFOREST_RESIN,SEASHELLS,10002,2
86,11700,,,KELP,SEASHELLS,2023,2
87,11800,,,KELP,SEASHELLS,2025,1
88,12000,,,RAINFOREST_RESIN,SEASHELLS,10002,1
89,12400,,,KELP,SEASHELLS,2026,15
90,12500,,,KELP,SEASHELLS,2023,1
91,13000,,,KELP,SEASHELLS,2025,1
92,13000,,,RAINFOREST_RESIN,SEASHELLS,10002,1
93,13200,,,RAINFOREST_RESIN,SEASHELLS,9998,2
94,13300,,,KELP,SEASHELLS,2026,2
95,13300,,,RAINFOREST_RESIN,SEASHELLS,10005,2
96,13600,,,KELP,SEASHELLS,2023,1
97,14200,,,KELP,SEASHELLS,2023,1
98,15000,,,KELP,SEASHELLS,2024,2
99,15200,,,KELP,SEASHELLS,2022,1
100,15300,,,RAINFOREST_RESIN,SEASHELLS,10002,1
101,15400,,,RAINFOREST_RESIN,SEASHELLS,9998,1
102,15600,,,KELP,SEASHELLS,2025,2
103,15600,,,RAINFOREST_RESIN,SEASHELLS,10004,2
104,15700,,,RAINFOREST_RESIN,SEASHELLS,10002,1
105,15800,,,KELP,SEASHELLS,2025,1
106,16200,,,KELP,SEASHELLS,2023,1
107,16200,,,KELP,SEASHELLS,2023,1
108,16200,,,RAINFOREST_RESIN,SEASHELLS,9998,1
109,16300,,,RAINFOREST_RESIN,SEASHELLS,10004,1
110,16400,,,RAINFOREST_RESIN,SEASHELLS,10002,1
111,16600,,,KELP,SEASHELLS,2023,1
112,16700,,,KELP,SEASHELLS,2025,1
113,16700,,,RAINFOREST_RESIN,SEASHELLS,10002,1
114,16800,,,RAINFOREST_RESIN,SEASHELLS,9995,5
115,18200,,,KELP,SEASHELLS,2024,4
116,18200,,,KELP,SEASHELLS,2024,1
117,18500,,,KELP,SEASHELLS,2026,1
118,19000,,,KELP,SEASHELLS,2024,10
119,19300,,,KELP,SEASHELLS,2024,1
120,19300,,,RAINFOREST_RESIN,SEASHELLS,9996,1
121,19700,,,KELP,SEASHELLS,2024,1
122,19700,,,RAINFOREST_RESIN,SEASHELLS,10002,1
123,20100,,,RAINFOREST_RESIN,SEASHELLS,10002,4
124,20100,,,RAINFOREST_RESIN,SEASHELLS,10002,1
125,20200,,,RAINFOREST_RESIN,SEASHELLS,9998,1
126,20300,,,KELP,SEASHELLS,2024,1
127,20400,,,KELP,SEASHELLS,2025,4
128,20500,,,RAINFOREST_RESIN,SEASHELLS,9998,1
129,20700,,,RAINFOREST_RESIN,SEASHELLS,10002,1
130,21200,,,RAINFOREST_RESIN,SEASHELLS,9998,1
131,21300,,,RAINFOREST_RESIN,SEASHELLS,9996,1
132,21300,,,RAINFOREST_RESIN,SEASHELLS,9996,7
133,21700,,,KELP,SEASHELLS,2027,8
134,22100,,,KELP,SEASHELLS,2024,1
135,22200,,,RAINFOREST_RESIN,SEASHELLS,9998,6
136,22400,,,RAINFOREST_RESIN,SEASHELLS,9998,1
137,22500,,,KELP,SEASHELLS,2026,11
138,22700,,,KELP,SEASHELLS,2023,1
139,22800,,,KELP,SEASHELLS,2023,1
140,22800,,,RAINFOREST_RESIN,SEASHELLS,9998,2
141,23200,,,KELP,SEASHELLS,2023,2
142,23200,,,RAINFOREST_RESIN,SEASHELLS,9998,2
143,23300,,,RAINFOREST_RESIN,SEASHELLS,9998,1
144,23500,,,KELP,SEASHELLS,2023,1
145,23700,,,RAINFOREST_RESIN,SEASHELLS,10002,1
146,23900,,,KELP,SEASHELLS,2025,1
147,24100,,,KELP,SEASHELLS,2025,1
148,24100,,,RAINFOREST_RESIN,SEASHELLS,9996,1
149,24100,,,RAINFOREST_RESIN,SEASHELLS,9996,7
150,24500,,,KELP,SEASHELLS,2022,2
151,24500,,,RAINFOREST_RESIN,SEASHELLS,10002,1
152,24600,,,KELP,SEASHELLS,2024,5
153,24600,,,RAINFOREST_RESIN,SEASHELLS,9998,2
154,24900,,,KELP,SEASHELLS,2024,4
155,25100,,,RAINFOREST_RESIN,SEASHELLS,10002,1
156,25200,,,KELP,SEASHELLS,2025,1
157,25200,,,RAINFOREST_RESIN,SEASHELLS,10002,1
158,25200,,,RAINFOREST_RESIN,SEASHELLS,9998,3
159,25200,,,RAINFOREST_RESIN,SEASHELLS,9998,5
160,25300,,,KELP,SEASHELLS,2023,1
161,25700,,,RAINFOREST_RESIN,SEASHELLS,10004,2
162,25800,,,KELP,SEASHELLS,2023,1
163,26000,,,KELP,SEASHELLS,2023,7
164,26300,,,RAINFOREST_RESIN,SEASHELLS,9998,1
165,26400,,,KELP,SEASHELLS,2023,1
166,26600,,,RAINFOREST_RESIN,SEASHELLS,9998,1
167,26900,,,KELP,SEASHELLS,2023,1
168,27300,,,KELP,SEASHELLS,2025,1
169,27600,,,KELP,SEASHELLS,2023,1
170,27600,,,RAINFOREST_RESIN,SEASHELLS,9998,4
171,27700,,,KELP,SEASHELLS,2023,5
172,27800,,,KELP,SEASHELLS,2025,1
173,27900,,,KELP,SEASHELLS,2025,1
174,28200,,,KELP,SEASHELLS,2025,5
175,28200,,,RAINFOREST_RESIN,SEASHELLS,9998,2
176,28400,,,KELP,SEASHELLS,2023,1
177,29000,,,KELP,SEASHELLS,2024,1
178,29000,,,RAINFOREST_RESIN,SEASHELLS,10005,8
179,29300,,,KELP,SEASHELLS,2026,2
180,29300,,,KELP,SEASHELLS,2026,10
181,29400,,,KELP,SEASHELLS,2024,1
182,29400,,,RAINFOREST_RESIN,SEASHELLS,10002,1
183,29700,,,KELP,SEASHELLS,2024,1
184,30000,,,RAINFOREST_RESIN,SEASHELLS,9998,1
185,30000,,,RAINFOREST_RESIN,SEASHELLS,9998,3
186,30200,,,KELP,SEASHELLS,2027,10
187,30300,,,KELP,SEASHELLS,2026,1
188,30600,,,KELP,SEASHELLS,2024,1
189,30600,,,KELP,SEASHELLS,2027,1
190,30600,,,RAINFOREST_RESIN,SEASHELLS,10002,1
191,31300,,,KELP,SEASHELLS,2023,13
192,31600,,,KELP,SEASHELLS,2025,1
193,31900,,,RAINFOREST_RESIN,SEASHELLS,10005,2
194,32400,,,KELP,SEASHELLS,2023,1
195,32500,,,KELP,SEASHELLS,2023,1
196,32600,,,KELP,SEASHELLS,2027,2
197,32600,,,RAINFOREST_RESIN,SEASHELLS,10005,2
198,32600,,,RAINFOREST_RESIN,SEASHELLS,10002,1
199,32800,,,RAINFOREST_RESIN,SEASHELLS,9996,2
200,33000,,,RAINFOREST_RESIN,SEASHELLS,10002,6
201,33100,,,KELP,SEASHELLS,2023,1
202,33200,,,KELP,SEASHELLS,2023,1
203,33200,,,KELP,SEASHELLS,2024,10
204,33500,,,KELP,SEASHELLS,2026,1
205,33500,,,RAINFOREST_RESIN,SEASHELLS,10004,1
206,33600,,,RAINFOREST_RESIN,SEASHELLS,10002,6
207,34000,,,KELP,SEASHELLS,2023,1
208,34100,,,RAINFOREST_RESIN,SEASHELLS,9996,1
209,34100,,,RAINFOREST_RESIN,SEASHELLS,9996,2
210,34200,,,KELP,SEASHELLS,2022,9
211,34300,,,RAINFOREST_RESIN,SEASHELLS,10002,1
212,34600,,,KELP,SEASHELLS,2023,1
213,35000,,,KELP,SEASHELLS,2025,1
214,35000,,,RAINFOREST_RESIN,SEASHELLS,10002,1
215,35100,,,RAINFOREST_RESIN,SEASHELLS,10002,3
216,35300,,,KELP,SEASHELLS,2025,1
217,35300,,,KELP,SEASHELLS,2023,8
218,35400,,,KELP,SEASHELLS,2025,1
219,35400,,,RAINFOREST_RESIN,SEASHELLS,10002,3
220,35800,,,KELP,SEASHELLS,2023,2
221,36100,,,RAINFOREST_RESIN,SEASHELLS,10002,1
222,36200,,,RAINFOREST_RESIN,SEASHELLS,9998,1
223,36400,,,KELP,SEASHELLS,2024,1
224,36500,,,KELP,SEASHELLS,2023,2
225,37300,,,KELP,SEASHELLS,2021,1
226,37500,,,KELP,SEASHELLS,2020,1
227,37500,,,RAINFOREST_RESIN,SEASHELLS,9996,1
228,37800,,,KELP,SEASHELLS,2020,1
229,38400,,,KELP,SEASHELLS,2020,6
230,38500,,,RAINFOREST_RESIN,SEASHELLS,10002,1
231,38600,,,KELP,SEASHELLS,2019,1
232,38600,,,RAINFOREST_RESIN,SEASHELLS,9996,1
233,38800,,,RAINFOREST_RESIN,SEASHELLS,9996,1
234,39200,,,KELP,SEASHELLS,2022,1
235,39200,,,RAINFOREST_RESIN,SEASHELLS,9998,1
236,39400,,,KELP,SEASHELLS,2022,1
237,39400,,,RAINFOREST_RESIN,SEASHELLS,10004,1
238,39500,,,RAINFOREST_RESIN,SEASHELLS,9998,1
239,40500,,,KELP,SEASHELLS,2019,1
240,40900,,,KELP,SEASHELLS,2017,1
241,40900,,,RAINFOREST_RESIN,SEASHELLS,10004,2
242,40900,,,RAINFOREST_RESIN,SEASHELLS,10004,1
243,40900,,,RAINFOREST_RESIN,SEASHELLS,10004,8
244,41000,,,KELP,SEASHELLS,2018,1
245,41100,,,KELP,SEASHELLS,2018,2
246,41100,,,KELP,SEASHELLS,2018,1
247,41500,,,KELP,SEASHELLS,2019,5
248,41700,,,KELP,SEASHELLS,2018,1
249,41900,,,KELP,SEASHELLS,2020,1
250,42000,,,KELP,SEASHELLS,2018,1
251,42000,,,KELP,SEASHELLS,2020,5
252,42300,,,KELP,SEASHELLS,2019,7
253,42400,,,KELP,SEASHELLS,2019,1
254,42500,,,KELP,SEASHELLS,2019,1
255,42500,,,RAINFOREST_RESIN,SEASHELLS,10002,3
256,42500,,,RAINFOREST_RESIN,SEASHELLS,10002,1
257,42600,,,KELP,SEASHELLS,2019,2
258,42600,,,RAINFOREST_RESIN,SEASHELLS,9995,2
259,42900,,,KELP,SEASHELLS,2022,2
260,42900,,,RAINFOREST_RESIN,SEASHELLS,10005,2
261,43500,,,KELP,SEASHELLS,2020,1
262,43900,,,RAINFOREST_RESIN,SEASHELLS,10002,4
263,44500,,,KELP,SEASHELLS,2021,1
264,44800,,,RAINFOREST_RESIN,SEASHELLS,9998,1
265,45000,,,RAINFOREST_RESIN,SEASHELLS,10002,1
266,45400,,,KELP,SEASHELLS,2018,1
267,45500,,,KELP,SEASHELLS,2019,3
268,45800,,,KELP,SEASHELLS,2018,1
269,45900,,,KELP,SEASHELLS,2022,2
270,45900,,,RAINFOREST_RESIN,SEASHELLS,10004,1
271,45900,,,RAINFOREST_RESIN,SEASHELLS,10004,1
272,46600,,,KELP,SEASHELLS,2019,2
273,46600,,,RAINFOREST_RESIN,SEASHELLS,9998,2
274,46900,,,KELP,SEASHELLS,2021,1
275,47100,,,KELP,SEASHELLS,2019,4
276,47100,,,RAINFOREST_RESIN,SEASHELLS,9998,1
277,47500,,,RAINFOREST_RESIN,SEASHELLS,10002,4
278,48100,,,KELP,SEASHELLS,2019,1
279,48100,,,KELP,SEASHELLS,2019,1
280,48100,,,RAINFOREST_RESIN,SEASHELLS,9995,2
281,48600,,,KELP,SEASHELLS,2019,1
282,48600,,,KELP,SEASHELLS,2019,1
283,48600,,,RAINFOREST_RESIN,SEASHELLS,9996,1
284,49000,,,KELP,SEASHELLS,2019,1
285,49200,,,KELP,SEASHELLS,2022,11
286,49300,,,KELP,SEASHELLS,2019,1
287,49400,,,KELP,SEASHELLS,2021,9
288,49500,,,KELP,SEASHELLS,2022,6
289,49600,,,KELP,SEASHELLS,2021,1
290,49800,,,KELP,SEASHELLS,2020,5
291,49900,,,KELP,SEASHELLS,2023,2
292,49900,,,RAINFOREST_RESIN,SEASHELLS,9998,6
293,49900,,,RAINFOREST_RESIN,SEASHELLS,10005,2
294,50400,,,RAINFOREST_RESIN,SEASHELLS,9998,1
295,50600,,,KELP,SEASHELLS,2020,2
296,50600,,,KELP,SEASHELLS,2019,1
297,50600,,,KELP,SEASHELLS,2020,6
298,50600,,,RAINFOREST_RESIN,SEASHELLS,10002,1
299,51300,,,KELP,SEASHELLS,2020,13
300,51600,,,KELP,SEASHELLS,2023,2
301,51600,,,RAINFOREST_RESIN,SEASHELLS,10002,1
302,51600,,,RAINFOREST_RESIN,SEASHELLS,10002,1
303,51700,,,KELP,SEASHELLS,2020,4
304,51700,,,RAINFOREST_RESIN,SEASHELLS,9995,11
305,51900,,,RAINFOREST_RESIN,SEASHELLS,9996,1
306,52100,,,RAINFOREST_RESIN,SEASHELLS,9995,8
307,52300,,,KELP,SEASHELLS,2022,1
308,52300,,,RAINFOREST_RESIN,SEASHELLS,10002,1
309,52700,,,KELP,SEASHELLS,2019,1
310,52900,,,RAINFOREST_RESIN,SEASHELLS,10005,6
311,53900,,,KELP,SEASHELLS,2023,2
312,53900,,,RAINFOREST_RESIN,SEASHELLS,10004,2
313,54100,,,KELP,SEASHELLS,2020,1
314,54100,,,RAINFOREST_RESIN,SEASHELLS,9998,1
315,54300,,,KELP,SEASHELLS,2022,1
316,54300,,,RAINFOREST_RESIN,SEASHELLS,10004,2
317,54300,,,RAINFOREST_RESIN,SEASHELLS,10004,1
318,54600,,,RAINFOREST_RESIN,SEASHELLS,10002,3
319,54700,,,KELP,SEASHELLS,2020,4
320,55000,,,KELP,SEASHELLS,2019,1
321,55100,,,KELP,SEASHELLS,2022,2
322,55100,,,RAINFOREST_RESIN,SEASHELLS,10005,2
323,55200,,,KELP,SEASHELLS,2019,2
324,55200,,,KELP,SEASHELLS,2019,3
325,55700,,,KELP,SEASHELLS,2019,1
326,55700,,,RAINFOREST_RESIN,SEASHELLS,9996,1
327,56700,,,KELP,SEASHELLS,2020,2
328,57200,,,KELP,SEASHELLS,2019,1
329,57200,,,RAINFOREST_RESIN,SEASHELLS,10002,2
330,57500,,,KELP,SEASHELLS,2019,5
331,57800,,,RAINFOREST_RESIN,SEASHELLS,9998,1
332,57900,,,KELP,SEASHELLS,2018,2
333,57900,,,RAINFOREST_RESIN,SEASHELLS,9998,1
334,58000,,,KELP,SEASHELLS,2020,1
335,58000,,,KELP,SEASHELLS,2020,11
336,58000,,,RAINFOREST_RESIN,SEASHELLS,9998,4
337,58100,,,RAINFOREST_RESIN,SEASHELLS,10005,3
338,58400,,,KELP,SEASHELLS,2016,15
339,58600,,,RAINFOREST_RESIN,SEASHELLS,10002,1
340,58800,,,RAINFOREST_RESIN,SEASHELLS,9995,12
341,59100,,,KELP,SEASHELLS,2019,1
342,59100,,,RAINFOREST_RESIN,SEASHELLS,10005,1
343,59300,,,KELP,SEASHELLS,2016,1
344,60000,,,KELP,SEASHELLS,2018,1
345,60000,,,RAINFOREST_RESIN,SEASHELLS,9998,2
346,60000,,,RAINFOREST_RESIN,SEASHELLS,10005,1
347,60200,,,KELP,SEASHELLS,2016,1
348,60200,,,RAINFOREST_RESIN,SEASHELLS,9995,8
349,60700,,,KELP,SEASHELLS,2017,1
350,60800,,,KELP,SEASHELLS,2015,1
351,60900,,,KELP,SEASHELLS,2015,3
352,61200,,,KELP,SEASHELLS,2016,2
353,61700,,,KELP,SEASHELLS,2014,1
354,61900,,,KELP,SEASHELLS,2017,2
355,61900,,,RAINFOREST_RESIN,SEASHELLS,9998,1
356,62000,,,KELP,SEASHELLS,2016,1
357,62200,,,RAINFOREST_RESIN,SEASHELLS,10002,4
358,62300,,,RAINFOREST_RESIN,SEASHELLS,10005,2
359,62800,,,KELP,SEASHELLS,2015,1
360,62900,,,RAINFOREST_RESIN,SEASHELLS,9998,4
361,63000,,,KELP,SEASHELLS,2018,1
362,63100,,,KELP,SEASHELLS,2016,1
363,63400,,,KELP,SEASHELLS,2018,5
364,63600,,,KELP,SEASHELLS,2018,1
365,63800,,,KELP,SEASHELLS,2016,1
366,63900,,,RAINFOREST_RESIN,SEASHELLS,9995,12
367,64000,,,KELP,SEASHELLS,2016,1
368,64000,,,RAINFOREST_RESIN,SEASHELLS,9998,1
369,64200,,,RAINFOREST_RESIN,SEASHELLS,9996,1
370,64200,,,RAINFOREST_RESIN,SEASHELLS,9996,2
371,64400,,,RAINFOREST_RESIN,SEASHELLS,9998,4
